name,has_yaml,copies,description,kept_source_path,other_copy_paths
unreal-niagara,yes,1,"Unreal Engine Niagara VFX skill for particle simulations, GPU sprites, and procedural visual effects.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unreal-niagara\SKILL.md,
unreal-sequencer,yes,1,"Unreal Engine Sequencer skill for cinematics, camera cuts, and in-game cutscenes.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\unreal-sequencer\SKILL.md,
update-deps,yes,1,"Audit and update npm/Bun dependencies with supply chain integrity checks — verifies maintainers, publish age, tarball diffs, and provenance before bumping. Defers risky packages to ~/.supply-chain/notes/.",C:\Users\Treml\.claude\plugins\marketplaces\plannotator\.agents\skills\update-deps\SKILL.md,
upgrade-stripe,yes,1,Guide for upgrading Stripe API versions and SDKs,C:\Users\Treml\.codex\.tmp\plugins\plugins\stripe\skills\upgrade-stripe\SKILL.md,
upgrading-expo,yes,1,Guidelines for upgrading Expo SDK versions and fixing dependency issues,C:\Users\Treml\.codex\.tmp\plugins\plugins\expo\skills\upgrading-expo\SKILL.md,
urdf-sdf-model,yes,1,"Expert skill for robot model creation and validation in URDF and SDF formats. Generate URDF files with proper link-joint hierarchy, create Xacro macros, calculate inertial properties, configure joint types, and validate models.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\robotics-simulation\skills\urdf-sdf-model\SKILL.md,
usage-analytics-collector,yes,1,Privacy-respecting SDK usage analytics collection,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\sdk-platform-development\skills\usage-analytics-collector\SKILL.md,
usb-stack,yes,1,USB device and host stack implementation expertise,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\embedded-systems\skills\usb-stack\SKILL.md,
use-dom,yes,1,Use Expo DOM components to run web code in a webview on native and as-is on web. Migrate web code to native incrementally.,C:\Users\Treml\.codex\.tmp\plugins\plugins\expo\skills\use-dom\SKILL.md,
use-related-risk-analyzer,yes,1,Use-related risk analysis skill for identifying hazards associated with user interaction per IEC 62366-1,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\biomedical-engineering\skills\use-related-risk-analyzer\SKILL.md,
user-flow-diagram,yes,1,Generate user flow diagrams and flowcharts using Mermaid and other formats,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\ux-ui-design\skills\user-flow-diagram\SKILL.md,
user-install,yes,7,"Set up babysitter for yourself. Guides you through onboarding — installs dependencies, interviews you about your specialties and preferences, builds your user profile, and configures the best tools for your workflow.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-pi\skills\user-install\SKILL.md,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-omp\skills\user-install\SKILL.md; C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-codex\skills\user-install\SKILL.md; C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-cursor\skills\user-install\SKILL.md; C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-github\skills\user-install\SKILL.md; C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-opencode\skills\user-install\SKILL.md; (+1 more)
user-install,yes,2,"Set up babysitter for yourself. Guides you through onboarding — installs dependencies, interviews you about your specialties and preferences, builds your user profile, and configures the best tools for your workflow.",C:\Users\Treml\.codex\skills\user-install\SKILL.md,C:\Users\Treml\.codex\plugins\cache\local-plugins\babysitter\5.0.0\skills\user-install\SKILL.md
user-research-synthesis,yes,1,"Specialized skill for synthesizing qualitative user research into actionable insights. Analyzes interview transcripts, extracts patterns and themes, identifies pain points, creates affinity diagrams, and generates persona attributes from research data.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\product-management\skills\user-research-synthesis\SKILL.md,
user-story-generator,yes,1,"Generate and validate user stories from various inputs including requirements, research, and feature descriptions. Apply INVEST criteria validation, create acceptance criteria, split large stories, and convert between story formats.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\product-management\skills\user-story-generator\SKILL.md,
user-story-writer,yes,1,Generate and validate user stories from requirements with INVEST validation and acceptance criteria,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\business-analysis\skills\user-story-writer\SKILL.md,
using-git-worktrees,yes,1,Use when starting feature work that needs isolation from current workspace or before executing implementation plans - ensures an isolated workspace exists via native tools or git worktree fallback,C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\superpowers\5.1.0\skills\using-git-worktrees\SKILL.md,
using-git-worktrees,yes,1,Use when starting feature work that needs isolation from current workspace or before executing implementation plans.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\superpowers\skills\using-git-worktrees\SKILL.md,
using-git-worktrees,yes,2,Use when starting feature work that needs isolation from current workspace or before executing implementation plans - ensures an isolated workspace exists via native tools or git worktree fallback,C:\Users\Treml\.codex\.tmp\plugins\plugins\superpowers\skills\using-git-worktrees\SKILL.md,C:\Users\Treml\.codex\plugins\cache\openai-curated\superpowers\1b89ff49\skills\using-git-worktrees\SKILL.md
using-superpowers,yes,1,"Use when starting any conversation - establishes how to find and use skills, requiring Skill tool invocation before ANY response including clarifying questions",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\superpowers\5.1.0\skills\using-superpowers\SKILL.md,
using-superpowers,yes,1,"Use when starting any conversation. Establishes how to find and use skills, requiring skill invocation before any response.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\superpowers\skills\using-superpowers\SKILL.md,
using-superpowers,yes,2,"Use when starting any conversation - establishes how to find and use skills, requiring Skill tool invocation before ANY response including clarifying questions",C:\Users\Treml\.codex\.tmp\plugins\plugins\superpowers\skills\using-superpowers\SKILL.md,C:\Users\Treml\.codex\plugins\cache\openai-curated\superpowers\1b89ff49\skills\using-superpowers\SKILL.md
utility-ai,yes,1,Utility AI skill for scoring functions and decision making.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\utility-ai\SKILL.md,
uv-vis-nir-analyzer,yes,1,UV-Vis-NIR spectroscopy skill for optical property characterization including plasmon resonance and bandgap analysis,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\nanotechnology\skills\uv-vis-nir-analyzer\SKILL.md,
uvm-methodology,yes,1,Deep expertise in Universal Verification Methodology (IEEE 1800.2) for FPGA verification,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\fpga-programming\skills\uvm-methodology\SKILL.md,
ux-design,no,1,,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\bmad-method\skills\ux-design\SKILL.md,
v0-dev,yes,1,"v0 by Vercel expert guidance. Use when discussing AI code generation, generating UI components from prompts, v0 CLI usage, v0 SDK/API integration, or integrating v0 into development workflows with GitHub and Vercel deployment.",C:\Users\Treml\.codex\.tmp\plugins\plugins\vercel\skills\v0-dev\SKILL.md,
validation,yes,1,"Use when Codex is already in the validation phase of a security scan or the user explicitly asks to determine whether one or more candidate security findings are valid. Do not use as the primary trigger for full PR, commit, branch, patch, or repository scans.",C:\Users\Treml\.codex\.tmp\plugins\plugins\codex-security\skills\validation\SKILL.md,
valuation-updater,yes,1,Marks portfolio positions to fair value per ASC 820/IPEV guidelines,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\venture-capital\skills\valuation-updater\SKILL.md,
value-at-risk-calculator,yes,1,Value at Risk (VaR) and related risk metrics calculation skill for financial and operational risk assessment,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\decision-intelligence\skills\value-at-risk-calculator\SKILL.md,
value-stream-mapper,yes,1,"Value stream mapping skill for current state analysis, waste identification, and future state design with implementation roadmaps",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\operations\skills\value-stream-mapper\SKILL.md,
value-stream-mapper,yes,1,"Value stream mapping skill for current state analysis, waste identification, and future state design.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\industrial-engineering\skills\value-stream-mapper\SKILL.md,
value-stream-mapping,yes,1,Create and analyze value stream maps with waste identification and process efficiency metrics,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\business-analysis\skills\value-stream-mapping\SKILL.md,
varicent-icm,yes,1,Varicent incentive compensation management platform,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\sales\skills\varicent-icm\SKILL.md,
vasp-dft-calculator,yes,1,"VASP DFT calculation skill for electronic structure, band structures, and materials property predictions",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\physics\skills\vasp-dft-calculator\SKILL.md,
vasp-dft-executor,yes,1,"VASP DFT calculation skill for electronic structure, geometry optimization, and property prediction of nanomaterials",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\nanotechnology\skills\vasp-dft-executor\SKILL.md,
vector-memory,yes,1,"HNSW vector search for pattern similarity retrieval and knowledge graph maintenance with PageRank scoring, community detection, and 3-tier memory management.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\ruflo\skills\vector-memory\SKILL.md,
vehicle-dynamics-sim,yes,1,"Deep integration with vehicle dynamics simulation tools for handling, ride, and stability analysis",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\automotive-engineering\skills\vehicle-dynamics-sim\SKILL.md,
